Meta Data
Label,Value,
Date,8/27/2024
Profile,HillsAndValleys
ScanDuration,16.7733 s
ScanLength,754.53 µm
ScanResolution,0.149976 µm
ScanType,Standard Scan
StylusForce,1 mg
StylusScanRange,65.5 µm
StylusType,Radius: 2 μm
Time,11:41:52 AM


Data Leveling Position
R Cursor Position,NaN µm
R Cursor Width,0 µm
M Cursor Position,NaN µm
M Cursor Width,0 µm


Data
Lateral(µm),Total Profile(Å),,
0,0,,
0.149976147851234,3.38671610411364,,
0.299952295702468,4.16931329260835,,
0.449928443553702,5.40198063670477,,
0.599904591404936,10.855238624302,,
0.749880739256169,7.94740471662759,,
0.899856887107403,11.9509789266935,,
1.04983303495864,10.9915358594478,,
1.19980918280987,18.8568293599434,,
1.34978533066111,22.1284406122792,,
1.49976147851234,23.9536364686722,,
1.64973762636357,21.4999351717937,,
1.79971377421481,24.5808598773273,,
1.94968992206604,20.4974442596191,,
2.09966606991727,17.7811882449005,,
2.24964221776851,12.7696154247293,,
2.39961836561974,8.04481399240193,,
2.54959451347098,7.5770246048422,,
2.69957066132221,2.55485124584653,,
2.84954680917344,-2.08537024735497,,
2.99952295702468,-11.231221839517,,
3.14949910487591,-11.8946614740196,,
3.29947525272715,-16.1854893825897,,
3.44945140057838,-18.8534109632363,,
3.59942754842961,-21.9578984416212,,
3.74940369628085,-21.2613162670885,,
3.89937984413208,-16.3433757337755,,
4.04935599198332,-8.37365208758844,,
4.19933213983455,-5.22051988257739,,
4.34930828768578,1.57774104337662,,
4.49928443553702,6.77371751769948,,
4.64926058338825,9.95618738840863,,
4.79923673123948,15.9029410589168,,
4.94921287909072,18.0475179935061,,
5.09918902694195,21.1020864560721,,
5.24916517479319,19.8655642686611,,
5.39914132264442,25.672227765201,,
5.54911747049565,19.6394844607264,,
5.69909361834689,20.7040503456754,,
5.84906976619812,18.0669064108522,,
5.99904591404936,22.0942756062257,,
6.14902206190059,24.2513818359032,,
6.29899820975182,26.9727236224474,,
6.44897435760306,30.2288510785178,,
6.59895050545429,31.3619191769586,,
6.74892665330553,36.5412185310981,,
6.89890280115676,35.4499874342321,,
7.04887894900799,37.7917059649661,,
7.19885509685923,38.293701036602,,
7.34883124471046,37.7224892483704,,
7.49880739256169,34.3817682548704,,
7.64878354041293,33.0576754957135,,
7.79875968826416,18.4778086329923,,
7.9487358361154,11.077789264882,,
8.09871198396663,4.28599006143359,,
8.24868813181786,-2.5288312446428,,
8.3986642796691,-2.41764490655149,,
8.54864042752033,-2.53535653586865,,
8.69861657537157,-2.97648975196499,,
8.8485927232228,1.16161161127942,,
8.99856887107403,4.53253144500724,,
9.14854501892527,-1.06676873244271,,
9.2985211667765,-0.810058928886699,,
9.44849731462774,-3.42011034105801,,
9.59847346247897,-5.21681141285355,,
9.7484496103302,-8.62713417986727,,
9.89842575818144,-7.15246377370998,,
10.0484019060327,-14.4994179896333,,
10.1983780538839,-11.5303937580214,,
10.3483542017351,-12.8872496843047,,
10.4983303495864,-9.69742950411978,,
10.6483064974376,-8.08640798562763,,
10.7982826452888,-5.58638879757566,,
10.9482587931401,-2.20492366589803,,
11.0982349409913,3.21714363965787,,
11.2482110888425,7.9256072289046,,
11.3981872366938,7.76526554423939,,
11.548163384545,12.6822545021779,,
11.6981395323962,12.6283421287216,,
11.8481156802475,13.8474086463301,,
11.9980918280987,16.6017313790418,,
12.1480679759499,17.2532661185428,,
12.2980441238012,18.379578766262,,
12.4480202716524,27.6707758900267,,
12.5979964195036,29.706259805748,,
12.7479725673549,32.603156593188,,
12.8979487152061,33.4229927614008,,
13.0479248630573,27.8590495891605,,
13.1979010109086,27.0296641954078,,
13.3478771587598,22.1276234300516,,
13.4978533066111,15.5614245881028,,
13.6478294544623,3.73917937614563,,
13.7978056023135,1.0775552119613,,
13.9477817501648,-5.65166593103022,,
14.097757898016,-7.341572227635,,
14.2477340458672,-12.4111691566312,,
14.3977101937185,-11.7443807161229,,
14.5476863415697,-15.0599447469168,,
14.6976624894209,-8.22707627851166,,
14.8476386372722,-9.94948683986128,,
14.9976147851234,-5.2313920120648,,
15.1475909329746,2.32030681410793,,
15.2975670808259,7.28990115436628,,
15.4475432286771,15.4517756855891,,
15.5975193765283,19.9728007317881,,
15.7474955243796,18.9219091248204,,
15.8974716722308,18.3149598290258,,
16.047447820082,19.4993687231449,,
16.1974239679333,16.1991154991605,,
16.3474001157845,17.349423075506,,
16.4973762636357,14.3838094766593,,
16.647352411487,12.4601430883481,,
16.7973285593382,13.1669422504869,,
16.9473047071894,15.4154543006331,,
17.0972808550407,14.0572562262878,,
17.2472570028919,15.2470510362111,,
17.3972331507431,16.4074178518599,,
17.5472092985944,14.7574653158763,,
17.6971854464456,13.899722546625,,
17.8471615942968,12.5876583973018,,
17.9971377421481,10.902098218405,,
18.1471138899993,6.54818940256024,,
18.2970900378505,5.02006684928168,,
18.4470661857018,4.38990110150783,,
18.597042333553,8.84587899188172,,
18.7470184814042,13.4525529936145,,
18.8969946292555,22.9461290621649,,
19.0469707771067,26.6334214183637,,
19.1969469249579,30.0121020811689,,
19.3469230728092,26.2815123819238,,
19.4968992206604,25.3131348078723,,
19.6468753685116,23.5265358188473,,
19.7968515163629,17.2047955646154,,
19.9468276642141,17.9564499615265,,
20.0968038120653,17.2251602831654,,
20.2467799599166,16.0603830428588,,
20.3967561077678,14.2449013124837,,
20.546732255619,12.8018216601324,,
20.6967084034703,3.86963487499333,,
20.8466845513215,-0.0340622826765724,,
20.9966606991727,-7.505555767722,,
21.146636847024,-12.1292834961141,,
21.2966129948752,-18.6151843214281,,
21.4465891427264,-24.0982458050413,,
21.5965652905777,-30.561660394515,,
21.7465414384289,-31.0637353661708,,
21.8965175862801,-30.0517323670323,,
22.0464937341314,-28.5937781195074,,
22.1964698819826,-19.0236010362385,,
22.3464460298338,-16.7123980286469,,
22.4964221776851,-9.58748707102773,,
22.6463983255363,-4.1837934010513,,
22.7963744733876,-0.922568010701678,,
22.9463506212388,-2.54219027303821,,
23.09632676909,3.74520506975906,,
23.2463029169413,5.63021515681456,,
23.3962790647925,10.6681999146797,,
23.5462552126437,16.4910556163583,,
23.696231360495,20.4507294091531,,
23.8462075083462,24.8510165200556,,
23.9961836561974,32.012997214678,,
24.1461598040487,36.4959884093253,,
24.2961359518999,33.9149985757616,,
24.4461120997511,36.6223012936011,,
24.5960882476024,31.9691576325504,,
24.7460643954536,31.1549759488165,,
24.8960405433048,26.756955858482,,
25.0460166911561,23.8124846253213,,
25.1959928390073,18.6648599139571,,
25.3459689868585,17.738888960427,,
25.4959451347098,9.79226347236013,,
25.645921282561,6.27213261555582,,
25.7958974304122,2.58059740014009,,
25.9458735782635,-2.32008889025451,,
26.0958497261147,-3.06596462790855,,
26.2458258739659,-1.86193000830677,,
26.3958020218172,-5.02450932426842,,
26.5457781696684,-2.45603346646583,,
26.6957543175196,2.19735256197339,,
