Meta Data
Label,Value,
Date,8/27/2024
Profile,HillsAndValleys
ScanDuration,16.05 s
ScanLength,721.89 µm
ScanResolution,0.149956 µm
ScanType,Standard Scan
StylusForce,10 mg
StylusScanRange,65.5 µm
StylusType,Radius: 2 μm
Time,10:36:19 AM


Data Leveling Position
R Cursor Position,NaN µm
R Cursor Width,0 µm
M Cursor Position,NaN µm
M Cursor Width,0 µm


Data
Lateral(µm),Total Profile(Å),,
0,0,,
0.14995637722982,0.0659088471398466,,
0.29991275445964,-17.3602309052518,,
0.44986913168946,-5.19851108688954,,
0.59982550891928,-2.98365870015747,,
0.749781886149099,-15.2803904314481,,
0.899738263378919,-5.59349357028899,,
1.04969464060874,-19.1937514625506,,
1.19965101783856,-20.5691277430694,,
1.34960739506838,-18.1015563879392,,
1.4995637722982,-36.289195039357,,
1.64952014952802,-36.0334973469956,,
1.79947652675784,-36.5441931598209,,
1.94943290398766,-48.9027381122487,,
2.09938928121748,-35.7797822223637,,
2.2493456584473,-34.4067373896251,,
2.39930203567712,-35.3833352144239,,
2.54925841290694,-13.3396529951246,,
2.69921479013676,-20.5206409787021,,
2.84917116736658,-15.1439052796962,,
2.9991275445964,-4.37596677652613,,
3.14908392182622,-16.5565407595098,,
3.29904029905604,-7.73644250090411,,
3.44899667628586,-3.80391981483504,,
3.59895305351568,-11.7232953527457,,
3.7489094307455,2.60087550773091,,
3.89886580797532,-6.18786702888685,,
4.04882218520514,-12.2318518844768,,
4.19877856243496,-0.748948991475098,,
4.34873493966478,-16.8921907521282,,
4.4986913168946,-12.607440601651,,
4.64864769412442,-4.21821915397654,,
4.79860407135424,-10.7577846853242,,
4.94856044858406,8.22745442099282,,
5.09851682581388,13.7945681331243,,
5.2484732030437,9.79208876705927,,
5.39842958027352,32.7709735294694,,
5.54838595750334,21.8435724732742,,
5.69834233473316,26.4995519176896,,
5.84829871196298,34.8868595144029,,
5.9982550891928,20.1519919479006,,
6.14821146642262,34.1947818694708,,
6.29816784365244,36.1527268265431,,
6.44812422088226,29.0609958077757,,
6.59808059811207,43.4908142345194,,
6.7480369753419,35.4225704364026,,
6.89799335257171,34.5428506624846,,
7.04794972980153,50.3650016794669,,
7.19790610703135,34.5989293859762,,
7.34786248426117,42.3390661432976,,
7.49781886149099,46.7336256476952,,
7.64777523872081,34.6485826074537,,
7.79773161595063,49.2243979439029,,
7.94768799318045,48.0448532678647,,
8.09764437041027,39.132704950545,,
8.24760074764009,57.031240929747,,
8.39755712486991,47.6081513273023,,
8.54751350209973,47.9541677201231,,
8.69746987932955,61.3385167068401,,
8.84742625655937,45.8052007061721,,
8.99738263378919,55.3613472351993,,
9.14733901101901,60.5721576280061,,
9.29729538824883,51.9564234417176,,
9.44725176547865,66.1974516437076,,
9.59720814270847,63.2231455109709,,
9.74716451993829,55.0092829159559,,
9.89712089716811,71.2988001608716,,
10.0470772743979,63.2161511685435,,
10.1970336516278,66.8803355810078,,
10.3469900288576,81.7935889513838,,
10.4969464060874,72.2243013405191,,
10.6469027833172,85.7187458717099,,
10.796859160547,92.4058951395854,,
10.9468155377769,83.7377047222529,,
11.0967719150067,97.4255197723451,,
11.2467282922365,96.9659152207369,,
11.3966846694663,87.6325679002112,,
11.5466410466961,99.8332651343393,,
11.696597423926,84.3164576371217,,
11.8465538011558,80.8847660622657,,
11.9965101783856,85.3933428945963,,
12.1464665556154,66.2084950185518,,
12.2964229328452,67.6860279489897,,
12.4463793100751,68.273415309742,,
12.5963356873049,52.6599112205111,,
12.7462920645347,67.9468240011545,,
12.8962484417645,62.8397427532263,,
13.0462048189943,57.7719778316766,,
13.1961611962242,71.9319144428596,,
13.346117573454,60.7884374351346,,
13.4960739506838,58.8525675950599,,
13.6460303279136,64.2172738618261,,
13.7959867051434,48.998473735038,,
13.9459430823732,52.4585913546773,,
14.0958994596031,56.6895625025463,,
14.2458558368329,43.8243046956038,,
14.3958122140627,60.890979712969,,
14.5457685912925,59.1868467184345,,
14.6957249685223,56.7638331437446,,
14.8456813457522,72.9156784708797,,
14.995637722982,67.10024682647,,
15.1455941002118,68.9014278826687,,
15.2955504774416,81.3558118401236,,
15.4455068546714,71.3075816120799,,
15.5954632319013,80.0323073830989,,
15.7454196091311,89.120894299128,,
15.8953759863609,76.3569045804943,,
16.0453323635907,90.8834426746829,,
16.1952887408205,84.0065241528496,,
16.3452451180504,79.1818715964957,,
16.4952014952802,91.1800980502933,,
16.64515787251,81.1496976903105,,
16.7951142497398,86.8034259267251,,
16.9450706269696,101.375655060211,,
17.0950270041995,92.7415656203278,,
17.2449833814293,105.814683683371,,
17.3949397586591,111.83884043452,,
17.5448961358889,100.984530131857,,
17.6948525131187,117.434487005019,,
17.8448088903486,108.448699860508,,
17.9947652675784,102.30654443671,,
18.1447216448082,114.957896527475,,
18.294678022038,103.467492853396,,
18.4446343992678,107.613458400456,,
18.5945907764977,115.163833791718,,
18.7445471537275,96.2031860243908,,
18.8945035309573,104.651857642742,,
19.0444599081871,96.8616154848414,,
19.1944162854169,79.6695942105455,,
19.3443726626468,86.5936216521576,,
19.4943290398766,67.7816500639244,,
19.6442854171064,60.9774134012036,,
19.7942417943362,71.1895472341223,,
19.944198171566,56.6422584748584,,
20.0941545487959,59.6773253674155,,
20.2441109260257,66.8813487839154,,
20.3940673032555,49.642809612779,,
20.5440236804853,56.8675216427701,,
20.6939800577151,48.7758406317105,,
20.843936434945,36.3296787112076,,
20.9938928121748,45.6490646527123,,
21.1438491894046,35.6762183513632,,
21.2938055666344,35.2439293659024,,
21.4437619438642,51.4912780840726,,
21.5937183210941,41.1742832453068,,
21.7436746983239,50.360047702396,,
21.8936310755537,58.0916901042794,,
22.0435874527835,49.7768543836012,,
22.1935438300133,64.5012168502669,,
22.3435002072432,62.2580345605978,,
22.493456584473,57.65400287163,,
22.6434129617028,72.8531542173393,,
22.7933693389326,67.7236442956887,,
22.9433257161624,74.6194883569115,,
