Meta Data
Label,Value,
Date,8/12/2024
Profile,HillsAndValleys
ScanDuration,14.3433 s
ScanLength,430.11 µm
ScanResolution,0.0999791 µm
ScanType,Standard Scan
StylusForce,1 mg
StylusScanRange,6.5 µm
StylusType,Radius: 2 μm
Time,11:53:05 AM


Data Leveling Position
R Cursor Position,NaN µm
R Cursor Width,0 µm
M Cursor Position,NaN µm
M Cursor Width,0 µm


Data
Lateral(µm),Total Profile(Å),,
0,0,,
0.0999790794646546,0.230162696135183,,
0.199958158929309,0.432076192017318,,
0.299937238393964,-0.834759607441818,,
0.399916317858618,-0.618375879749147,,
0.499895397323273,-0.283341481330229,,
0.599874476787928,-1.79207301061822,,
0.699853556252582,-0.985902595582303,,
0.799832635717237,-1.37028597459922,,
0.899811715181891,-1.14714169801566,,
0.999790794646546,-1.50261269583407,,
1.0997698741112,-3.22458560902529,,
1.19974895357586,-5.54057797053856,,
1.29972803304051,-4.39354063295132,,
1.39970711250516,-3.22528689813093,,
1.49968619196982,-2.33368006822985,,
1.59966527143447,-3.68841029646403,,
1.69964435089913,-5.94048579975012,,
1.79962343036378,-6.31983219617703,,
1.89960250982844,-7.97315268799535,,
1.99958158929309,-9.57734746114174,,
2.09956066875775,-13.6408938820165,,
2.1995397482224,-15.788773311488,,
2.29951882768706,-16.6980074505494,,
2.39949790715171,-18.4538204584712,,
2.49947698661636,-19.4072786986793,,
2.59945606608102,-22.0411000208664,,
2.69943514554567,-22.6483010744195,,
2.79941422501033,-23.2540679118578,,
2.89939330447498,-23.4695903878549,,
2.99937238393964,-25.4421865639387,,
3.09935146340429,-24.3497626894707,,
3.19933054286895,-24.6729804631348,,
3.2993096223336,-23.0839596680621,,
3.39928870179826,-23.2653530912474,,
3.49926778126291,-24.2896352430908,,
3.59924686072757,-24.5749375542282,,
3.69922594019222,-23.2444598615866,,
3.79920501965687,-22.2870565457594,,
3.89918409912153,-21.6603600261115,,
3.99916317858618,-19.4116532960617,,
4.09914225805084,-18.9210731508434,,
4.19912133751549,-19.8530309729539,,
4.29910041698015,-19.7008846286759,,
4.3990794964448,-19.9175714193335,,
4.49905857590946,-20.4857376511648,,
4.59903765537411,-19.9491256316608,,
4.69901673483877,-19.4905955750994,,
4.79899581430342,-21.7619317347348,,
4.89897489376807,-19.7547279915264,,
4.99895397323273,-18.77465539306,,
5.09893305269738,-17.0609767462472,,
5.19891213216204,-17.8743476725304,,
5.29889121162669,-16.8834257628087,,
5.39887029109135,-18.6087886932267,,
5.498849370556,-18.2766044672227,,
5.59882845002066,-16.7914631138337,,
5.69880752948531,-17.4912074402913,,
5.79878660894997,-17.0386676497946,,
5.89876568841462,-18.5449860004142,,
5.99874476787928,-17.9271306588033,,
6.09872384734393,-18.2050091817671,,
6.19870292680858,-17.572708632086,,
6.29868200627324,-17.4797140893708,,
6.39866108573789,-16.6709171010562,,
6.49864016520255,-15.5647082446455,,
6.5986192446672,-12.9121887360258,,
6.69859832413186,-12.9998835216411,,
6.79857740359651,-14.2461864974615,,
6.89855648306117,-15.2434774110929,,
6.99853556252582,-19.044679635868,,
7.09851464199048,-21.8092592166737,,
7.19849372145513,-23.6905944022366,,
7.29847280091979,-26.3244977810758,,
7.39845188038444,-28.0047753613669,,
7.49843095984909,-27.6539045880041,,
7.59841003931375,-28.7364054069773,,
7.6983891187784,-31.913576179169,,
7.79836819824306,-35.0400111314829,,
7.89834727770771,-37.8284403949546,,
7.99832635717237,-37.9380873289145,,
8.09830543663702,-39.5234913394552,,
8.19828451610168,-40.5430151126154,,
8.29826359556633,-39.3571528530472,,
8.39824267503099,-40.0901583092049,,
8.49822175449564,-40.2807965987352,,
8.59820083396029,-38.3833302815675,,
8.69817991342495,-37.7577738848288,,
8.7981589928896,-35.9455659405872,,
8.89813807235426,-36.3704049290685,,
8.99811715181891,-36.2578950528268,,
9.09809623128357,-37.7053007752627,,
9.19807531074822,-39.6013839177742,,
9.29805439021288,-40.060671957739,,
9.39803346967753,-37.1820226256358,,
9.49801254914219,-36.0707514035557,,
9.59799162860684,-33.1918838228605,,
9.69797070807149,-31.4049516848692,,
9.79794978753615,-30.0007320201806,,
9.8979288670008,-29.9557229035126,,
9.99790794646546,-29.0135764212924,,
10.0978870259301,-28.3707532720175,,
10.1978661053948,-28.2623721589157,,
10.2978451848594,-24.8458370800581,,
10.3978242643241,-24.691235772325,,
10.4978033437887,-23.0236431552317,,
10.5977824232534,-23.1212155814852,,
10.697761502718,-22.1354641190042,,
10.7977405821827,-21.6843069483784,,
10.8977196616474,-20.9191430787413,,
10.997698741112,-20.6097196613732,,
11.0976778205767,-21.0354375817751,,
11.1976569000413,-20.6638446116799,,
11.297635979506,-20.8446151437521,,
11.3976150589706,-20.0656248316596,,
11.4975941384353,-20.8601647909724,,
11.5975732178999,-20.6253516986058,,
11.6975522973646,-20.3619067728876,,
11.7975313768292,-21.286934571387,,
11.8975104562939,-21.328691325336,,
11.9974895357586,-23.3098316964755,,
12.0974686152232,-23.2518587852704,,
12.1974476946879,-25.5686070926108,,
12.2974267741525,-27.2936064062425,,
12.3974058536172,-29.3541833792574,,
12.4973849330818,-31.8108938204172,,
12.5973640125465,-33.2908273750474,,
12.6973430920111,-34.4255949941142,,
12.7973221714758,-34.8933271968409,,
12.8973012509404,-36.8083495302466,,
12.9972803304051,-37.620810609828,,
13.0972594098698,-36.9775829034192,,
13.1972384893344,-36.7610695641292,,
13.2972175687991,-36.7687382996141,,
13.3971966482637,-37.2435930220674,,
13.4971757277284,-37.6157331990421,,
13.597154807193,-36.2458183911989,,
13.6971338866577,-34.8047199633566,,
13.7971129661223,-33.049023666805,,
13.897092045587,-31.5099326375135,,
13.9970711250516,-28.5842269652347,,
14.0970502045163,-26.3420322049723,,
14.197029283981,-25.6577746045433,,
14.2970083634456,-23.3948198366996,,
14.3969874429103,-22.0216565590922,,
14.4969665223749,-20.6708008276921,,
14.5969456018396,-17.0193935187423,,
14.6969246813042,-14.9857039567072,,
14.7969037607689,-14.3219191062901,,
14.8968828402335,-12.0100827701637,,
14.9968619196982,-9.41247687790145,,
15.0968409991628,-8.01333038415723,,
15.1968200786275,-5.7474968670623,,
15.2967991580922,-6.04428855533454,,
15.3967782375568,-5.49559586590642,,
15.4967573170215,-3.68912539319752,,
15.5967363964861,-2.94497331300624,,
15.6967154759508,-0.59477527101179,,
15.7966945554154,0.9891325974514,,
15.8966736348801,2.61100493113695,,
15.9966527143447,4.8559235271121,,
16.0966317938094,6.5198079799946,,
16.196610873274,5.85629505594963,,
16.2965899527387,7.01622918815625,,
16.3965690322034,7.81054178096793,,
16.496548111668,9.0910113785652,,
16.5965271911327,10.0661799203991,,
16.6965062705973,9.65194400746191,,
16.796485350062,10.3475568354644,,
16.8964644295266,10.1698845159186,,
16.9964435089913,9.23164928628006,,
17.0964225884559,9.87182977056471,,
17.1964016679206,10.2810179735561,,
17.2963807473852,9.30613579259245,,
17.3963598268499,10.5105049413569,,
17.4963389063146,10.1573585231475,,
17.5963179857792,10.9592165929706,,
17.6962970652439,11.3872137856533,,
17.7962761447085,11.0887652061631,,
17.8962552241732,10.7425984058332,,
17.9962343036378,11.0694372073042,,
18.0962133831025,10.2520189675809,,
18.1961924625671,7.84167921468163,,
18.2961715420318,6.78555470062897,,
18.3961506214964,5.68456858706513,,
18.4961297009611,5.84185194983163,,
18.5961087804258,4.11402462628049,,
18.6960878598904,2.75378978090845,,
18.7960669393551,1.60395611234988,,
18.8960460188197,1.62622921694592,,
18.9960250982844,0.839329767115096,,
19.096004177749,0.617270924639284,,
19.1959832572137,0.354879491890916,,
19.2959623366783,0.432036206278003,,
19.395941416143,0.860665088151857,,
19.4959204956076,0.119238831672939,,
19.5958995750723,-0.14459430938155,,
19.695878654537,0.139397941587313,,
19.7958577340016,2.26421217147978,,
19.8958368134663,2.50946929893843,,
19.9958158929309,2.62562669991157,,
20.0957949723956,2.58749434961285,,
20.1957740518602,3.1539402040721,,
20.2957531313249,3.71785964116083,,
20.3957322107895,3.79166221316112,,
20.4957112902542,2.40932991351287,,
20.5956903697188,2.45593609810044,,
20.6956694491835,4.71058270326432,,
20.7956485286482,7.37457825631359,,
20.8956276081128,7.94061591640308,,
20.9956066875775,9.8298211277911,,
21.0955857670421,7.83609954169137,,
21.1955648465068,6.3658089974581,,
21.2955439259714,4.52516034463531,,
21.3955230054361,5.22580610362664,,
21.4955020849007,2.26639530286754,,
21.5954811643654,2.13627908114283,,
21.69546024383,2.27911298256976,,
21.7954393232947,2.47622245128617,,
21.8954184027594,2.47548928002783,,
21.995397482224,3.14990276627956,,
22.0953765616887,3.59034096984967,,
22.1953556411533,4.6154963040151,,
22.295334720618,3.75662118961638,,
22.3953138000826,4.87832535464605,,
22.4952928795473,3.97547690983148,,
22.5952719590119,4.43750252920724,,
22.6952510384766,4.08777906874553,,
22.7952301179412,5.12641718675841,,
22.8952091974059,5.36457248758559,,
22.9951882768706,5.18945719716566,,
23.0951673563352,7.82002706999345,,
23.1951464357999,9.09251637102341,,
23.2951255152645,11.1168733176588,,
23.3951045947292,10.7413953321467,,
23.4950836741938,11.5064854269216,,
23.5950627536585,12.7960306541104,,
23.6950418331231,11.1395078682019,,
23.7950209125878,12.2183942782295,,
23.8949999920524,10.6121091309664,,
23.9949790715171,11.2826144980681,,
24.0949581509818,11.3490613007906,,
24.1949372304464,13.0984886914515,,
24.2949163099111,13.7504309247043,,
24.3948953893757,14.8527112729394,,
24.4948744688404,14.7166064850604,,
24.594853548305,14.0363271679785,,
24.6948326277697,15.8623434352481,,
24.7948117072343,16.0053708557657,,
24.894790786699,15.8128419593914,,
24.9947698661636,14.4429338032495,,
25.0947489456283,15.3885508117494,,
25.194728025093,13.3127832096548,,
25.2947071045576,11.3809809078922,,
25.3946861840223,9.02307965050874,,
25.4946652634869,6.9225645276743,,
25.5946443429516,6.2809946309879,,
25.6946234224162,4.19462041233318,,
25.7946025018809,1.98260849332274,,
25.8945815813455,-1.35006198399418,,
25.9945606608102,-2.45921838875375,,
26.0945397402748,-5.93109539558691,,
26.1945188197395,-6.82124987111934,,
26.2944978992042,-9.67987367838093,,
26.3944769786688,-11.2024729121347,,
26.4944560581335,-12.1421257934118,,
26.5944351375981,-13.2144567780232,,
26.6944142170628,-14.1622170103734,,
26.7943932965274,-14.6079820832497,,
26.8943723759921,-14.3346542566363,,
26.9943514554567,-15.2166932309076,,
27.0943305349214,-14.9921970106332,,
27.1943096143861,-16.4104226337972,,
